cidade	PIB	ANO
lajes-pintadas	41988940.0	2018
japi	38792490.0	2018
ouro-branco	48536090.0	2018
serrinha-dos-pintos	40132260.0	2018
coronel-joao-pessoa	43904060.0	2018
