cidade	POP_RESIDENTE	ANO
jacana	7925.0	2010
lagoa-salgada	7564.0	2010
martins	8218.0	2010
carnauba-dos-dantas	7429.0	2010
marcelino-vieira	8265.0	2010
riachuelo	7067.0	2010
