cidade	MATRICULAS_INFANTIL	MATRICULAS_FUNDAMENTAL	MATRICULAS_MEDIO	ANO
varzea	249.0	855.0	155.0	2018
janduis	258.0	715.0	193.0	2018
rafael-fernandes	184.0	685.0	114.0	2018
parazinho	278.0	951.0	174.0	2018
coronel-ezequiel	224.0	773.0	130.0	2018
