cidade	POP_RESIDENTE	ANO
montanhas	11413.0	2010
lajes	10381.0	2010
santana-do-matos	13809.0	2010
campo-redondo	10266.0	2010
cerro-cora	10916.0	2010
angicos	11549.0	2010
