cidade	POP_RESIDENTE	ANO
sao-joao-do-sabugi	5922.0	2010
equador	5822.0	2010
porto-do-mangue	5217.0	2010
senador-eloi-de-souza	5637.0	2010
serrinha	6581.0	2010
sao-vicente	6028.0	2010
