cidade	MATRICULAS_INFANTIL	MATRICULAS_FUNDAMENTAL	MATRICULAS_MEDIO	ANO
jose-da-penha	188.0	806.0	235.0	2018
itau	299.0	753.0	189.0	2018
tenente-laurentino-cruz	331.0	1077.0	352.0	2018
sao-pedro	360.0	993.0	268.0	2018
felipe-guerra	275.0	908.0	272.0	2018
