cidade	PIB	ANO
sao-joao-do-sabugi	59396760.0	2018
equador	63870650.0	2018
porto-do-mangue	155325760.0	2018
senador-eloi-de-souza	44758340.0	2018
serrinha	57296050.0	2018
sao-vicente	68458660.0	2018
