cidade	MATRICULAS_INFANTIL	MATRICULAS_FUNDAMENTAL	MATRICULAS_MEDIO	ANO
jandaira	362.0	1066.0	281.0	2018
antonio-martins	215.0	907.0	215.0	2018
caicara-do-norte	144.0	996.0	0.0	2018
pedro-avelino	354.0	955.0	204.0	2018
lagoa-danta	312.0	1040.0	190.0	2018
doutor-severiano	326.0	935.0	278.0	2018
