cidade	PIB	ANO
jandaira	69207070.0	2018
antonio-martins	54804060.0	2018
caicara-do-norte	73589050.0	2018
pedro-avelino	55613540.0	2018
lagoa-danta	55027340.0	2018
doutor-severiano	57273910.0	2018
