cidade	POP_RESIDENTE	ANO
maxaranguape	10441.0	2010
brejinho	11577.0	2010
taipu	11836.0	2010
jardim-do-serido	12113.0	2010
serra-do-mel	10287.0	2010
vera-cruz	10719.0	2010
